Title,Description,Time,Vader_Sentiment,TextBlob_Sentiment,FinBERT_Sentiment
Asian media: Vietnam seems to be an only bright spot in Asia balancing public health land economics amid Covid-19,Vietnam continues receiving praises for efforts in the fight against Covid-19 pandemic.,2020-12-06,0.2023,0.0,negative
Vietnam ranks among the top 5 countries of fastest development in trade flows,"In 2020, Vietnam is recognized as the country with the strongest growth in trade flows, and at the same time better than expected, and outperforming economic integration.",2020-12-06,0.8126,0.15000000000000002,neutral
Many Belarusian car models continue to be produced in Vietnam,"According to the Protocol between Vietnam and Belarus, the two sides will facilitate the smooth operation of the EU-standard car manufacturing joint venture in Vietnam.",2020-12-04,0.0,0.4,neutral
Virtual international exposition in Australia held to support enterprises in central Vietnam,"From December 18 to December 22, the Vietnam Trade Office in Australia is scheduled to hold the virtual international exposition that features goods from enterprises in Vietnam’s central provinces to help them promote their products and seek partners in the Australian market.",2020-12-03,0.6486,0.0,negative
VinSmart 5G smartphones to be exported to US,"VinSmart, a subsidiary of Vietnamese conglomerate Vingroup, has planned to sell its first 5G smartphones in the U.S. next year, said Nguyen Thi Hong, CEO of VinSmart.",2020-12-03,0.0,0.125,negative
Vietnam makes up more than half of Korean cars sold in Southeast Asia,"Vietnam accounted for 59 percent out of 185,595 cars the Republic of Korea (RoK) sold in Southeast Asia last year. The momentum has been maintained since 2008.",2020-12-03,0.0,0.0,neutral
Vietnamese businesses among most optimistic globally amidst COVID-19: HSBC,"More than half (55 percent) of Vietnamese companies remain optimistic about growth, well above the global average (29 percent).",2020-12-03,0.7184,0.036666666666666674,neutral
Foxconn to shift some Apple production from China to Vietnam,The U.S. tech behemoth Apple has asked Foxconn to move some iPad and MacBook assembly from China to Vietnam. The assembly lines are set to start production in the first half of next year at Foxconn’s Bac Giang province.,2020-12-02,0.0,0.02777777777777778,negative
Vietnam attracts more than US$26 bln in FDI in eleven months 1,"As of November 20, the total foreign direct investment (FDI) into Vietnam reached US$26.4 billion, equivalent to 83.1% over the same period last year, according to a report released by the Ministry of Planning and Investment.",2020-12-01,0.1027,-0.004999999999999999,negative
FLC Grand Hotel Quy Nhon – one of the greatest hotel in Vietnam officially comes into operation,"With a capacity of more than 1,500 rooms which can accommodate up to 3,500 guests, FLC Grand Hotel Quy Nhon is regarded as one of the largest 5-star hotels not only in the central region but also in the entire country -Vietnam.",2020-12-01,0.25,0.2,negative
Vietnam's export surplus recorded at over USD 20 billion,"By raising exports to the US and China markets, Vietnam reaches a record export surplus of 20 billion USD in the last 11 months.",2020-11-30,0.0516,0.0,neutral
"Japanese retail giant Takashimaya chases new identity, starting in Vietnam","With its mainstay department store business foundering amid the coronavirus pandemic, Japan's Takashimaya has turned to property development overseas as the company's next engine for growth.",2020-11-29,0.3818,0.0,neutral
PM commits to protecting intellectual property rights for startups,"Prime Minister Nguyen Xuan Phuc commits to protecting intellectual property (IP) rights for startups, and creating the best environment for innovative start-ups and the start-up ecosystem, thus turning Vietnam into a country of innovation.",2020-11-28,0.936,0.6,neutral
"German, Swiss and Israeli enterprises to invest $350 mln in Vietnam","An investment worths US $350 million from German, Swiss and Israeli firms will be poured into areas like digital tourism, digital startups, healthcare, and manufacturing of personal medical appliances in Vietnam.",2020-11-27,0.3612,0.0,negative
Japanese retailer Muji opens biggest outlet in Southeast Asia in Ho Chi Minh City,"Muji, the Japanese household products and apparel chain retailer, opened its first Vietnam store in Ho Chi Minh City on November 26, which is also the biggest outlet of Muji in Southeast Asia.",2020-11-27,0.0,0.125,negative
Nikkei: Apple's supplier to expand production in Vietnam with $270m investment,"Taiwan company Foxconn, an important partner of Apple, is seeking bases outside China to take advantage of RCEP pact, Nikkei Asian Reviews reported.",2020-11-26,0.4215,0.13333333333333333,negative
Vietnam's Bkav AI View cameras receive international applauses,"The leading Vietnamese technology corporation, Bkav, officially exported the first batch of AI View security cameras to the US, the most fastidious market in the world, on November 17.",2020-11-26,0.34,0.375,negative
Gold price hits 4-month low as vaccine progress slams precious metals,"Gold fell to its lowest in four-months on November 25 as December gold futures last traded at US$1,809.50 an ounce on the day.",2020-11-26,-0.3818,0.0,positive
International co-operation opens up fresh opportunities for Vietnamese workers,"Vietnam's engagement in various free trade agreements, including the Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP) and the EU-Vietnam Free Trade Agreement (EVFTA), alongside bilateral labour co-operation agreements, serves to expand employment opportunities both at home and abroad for local workers.",2020-11-25,0.9753,0.2,neutral
"Bitcoin breaks above $19,000, new all-time high seems imminent","Bitcoin jumped above $19,000 on November 24 for the first time since 2017 as Wall Street and Main Street rekindled their interest in cryptocurrencies and extended the digital token's rally.",2020-11-25,0.4588,0.10416666666666666,neutral
Is this good time to invest in Vietnam?,"The finance and investment markets globally have undergone a year of full of turbulences. However, investing in Vietnam still has prospect of succeeding.",2020-11-24,0.6597,0.175,positive
Vietnam to develop the marine economy and promote offshore exploitation,"Developing marine and coastal aquaculture towards commodity production, modernizing with high technology in application, promoting industrial offshore exploitation are the main directions for Vietnam's marine economic development by 2030.",2020-11-23,0.3612,0.17555555555555555,negative
Trade cooperation at centre and main driver of Vietnam - US ties,Prime Minister Nguyen Xuan Phuc affirmed Vietnam regards trade cooperation the centre and main driver of the bilateral ties while meeting with US National Security Advisor Robert O'Brien in Hanoi on November 21.,2020-11-23,0.34,0.16666666666666666,negative
People and businesses should be placed at centre of economic development,"People and businesses should be placed at the centre of economic development and connectivity, Prime Minister Nguyen Xuan Phuc said while addressing the 27th APEC Economic Leaders’ Meeting on November 20.",2020-11-21,0.0,0.2,negative
Ministry of Industry and Trade reviewed and applied anti-dumping duty on China aluminum,The Ministry of Industry and Trade has just issued a Decision to review the application of anti-dumping measures on some China-originated aluminum products.,2020-11-20,0.0,0.0,negative
Vietnam promotes automobile industry by changing tax & customs policies,"With a view to turning Vietnam into a modern and industrialized country by 2030, the country takes action to encourage the automobile industry.",2020-11-20,0.5106,0.15000000000000002,negative
VITM Hanoi 2020: Digital transformation pushes Vietnam tourism,"On November 18, the Vietnam International Travel Mart 2020 (VITM) – Hanoi 2020 officially opened with the theme ‘Digital transformation pushes tourism’ at the Hanoi Friendship Cultural Palace.",2020-11-19,0.4404,0.03333333333333333,negative
Russian expert: Vietnam is a promising destination for foreign investors,"According to Mr. Sergey Sinitsyn- an expert from Moscow State Institute of International Relations, Vietnam has become a promising destination for foreign investors.",2020-11-19,0.4019,0.025000000000000005,neutral
Vietnam takes actions to block cash flow to inappropriate YouTube contents,"The Ministry of Information and Communications (MIC) wants to reduce the appearance of YouTube channels and videos with bad content to protect YouTube users, especially youth, and the community of prestigious content producers.",2020-11-19,-0.2263,-0.1666666666666666,negative
Vietnamese Bkav’s first batch of AI View cameras exported to US,"On November 17, the leading Vietnamese technology corporation Bkav exported its first batch of AI View security cameras to the US, the most demanding market in the world.",2020-11-18,0.0534,0.375,negative
Natural disasters possibly slash 1.5% off Vietnam’s annual GDP,"Natural disasters possibly slash 1.5% off Vietnam’s annual GDP or even more unless timely solutions are implemented in response to climate change, said the Ministry of Natural Resources and Environment.",2020-11-18,0.0679,0.175,negative
How would RCEP move Vietnam's economy?,"The Regional Comprehensive Economic Partnership (RCEP) will create the largest free-trade region in the world of nearly $ 27,000 billion, accounting for 30% of global GDP. This agreement brings numerous meanings and implications for Vietnam in particular and ASEAN in general.",2020-11-17,0.743,0.08611111111111112,negative
